0 0.451169 	Gradual-[CGTT(wv)](None, cardinal)
0.774618 0.556088 	[CDTT(wv)],[L-R offense/0.75(wv)]
0.77462 0.556081 	[Schwartz(wv)],[L-R offense/0.25(wv)]
0.774639 0.538334 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(wv)]
0.774643 0.555988 	[CDTT(wv)],[L-R offense/0.25(wv)]
0.77465 0.451163 	[Landau(wv)],[Gradual-[Smith(wv)](None, cardinal)]
0.774688 0.55607 	[CDTT(wv)],[L-R offense/0.25(fwv)]
0.774757 0.513854 	[Smith(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.774782 0.486156 	2. order Copeland
0.774802 0.574593 	[Condorcet],[L-R defense/2(w/tv)]
0.774803 0.556518 	[CGTT(wv)],[L-R offense/0.25(fwv)]
0.774814 0.55619 	[CGTT(wv)],[L-R offense/0.25(wv)]
0.77482 0.554397 	[CDTT(wv)],[L-R offense/1(fwv)]
0.774849 0.556021 	[Schwartz(wv)],[L-R offense/0.25(fwv)]
0.774861 0.442824 	[Landau(wv)],[Gradual-[Condorcet](None, ordinal)]
0.774864 0.556141 	[Schwartz(wv)],[L-R offense/0.5(fwv)]
0.774894 0.555778 	[CGTT(wv)],[L-R offense/0.75(wv)]
0.77493 0.555187 	[CDTT(wv)],[L-R offense/0.5(wv)]
0.774936 0.562654 	[Condorcet],[L-R offense/1.25(w/tv)]
0.774937 0.513056 	[CGTT(wv)],[Gradual-[2. order Copeland](None, cardinal)]
0.774954 0.518179 	Keener(0.001, +1, raw)(wv)
0.774956 0.562 	[Condorcet],[L-R offense/1.5(w/tv)]
0.775014 0.556015 	[Schwartz(wv)],[L-R offense/0.75(fwv)]
0.775097 0.486346 	2. order Copeland
0.7751 0.563094 	[MDD(sum)(wv)],[L-R offense/1.5(rel-margins)]
0.775111 0.556099 	[CGTT(wv)],[L-R offense/0.5(wv)]
0.775143 0.526654 	[CDTT(wv)],[Keener(0.001, +1, raw)(tourn-wv)]
0.775159 0.434644 	[Landau(wv)],[Gradual-[CDTT(wv)](None, ordinal)]
0.7752 0.554646 	[CDTT(wv)],[L-R offense/1(wv)]
0.775224 0.498433 	Gradual-[2. order Copeland](None, cardinal)
0.775238 0.526714 	[CGTT(wv)],[Keener(0.001, +1, raw)(tourn-wv)]
0.775301 0.49681 	Gradual-[2. order Copeland](None, ordinal)
0.775304 0.561898 	[MDD(sum)(wv)],[L-R offense/1.75(rel-margins)]
0.775335 0.554585 	[CGTT(wv)],[L-R offense/1(fwv)]
0.775386 0.485667 	2. order Copeland
0.775436 0.506248 	[Condorcet],[Gradual-[2. order Copeland](None, cardinal)]
0.775467 0.562701 	[Smith(wv)],[L-R offense/1.75(w/tv)]
0.775541 0.536456 	[MDD(sum)(wv)],[Antiplurality]
0.775575 0.561928 	[MDD(sum)(wv)],[L-R offense/2(rel-margins)]
0.775582 0.554495 	[Schwartz(wv)],[L-R offense/1(fwv)]
0.775596 0.435825 	[Landau(wv)],[Minmax(tourn-wv)]
0.775752 0.554919 	[CGTT(wv)],[L-R offense/1(wv)]
0.775843 0.564641 	L-R offense/1.25(w/tv)
0.775936 0.53395 	[CGTT(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.77594 0.52584 	Keener(0.001, +1, raw)(tourn-wv)
0.776019 0.562867 	[Smith(wv)],[L-R offense/2(w/tv)]
0.776027 0.554274 	[Schwartz(wv)],[L-R offense/1(wv)]
0.776039 0.555238 	[CDTT(wv)],[L-R offense/1.75(wv)]
0.776079 0.534183 	[Condorcet],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.776149 0.554934 	[CGTT(wv)],[L-R offense/2(fwv)]
0.776174 0.434749 	[Landau(wv)],[Maximin(tourn-wv)]
0.776194 0.534126 	Gradual-[2. order Copeland/2/1](None, ordinal)
0.776216 0.555034 	[Schwartz(wv)],[L-R offense/1.5(fwv)]
0.776217 0.577015 	L-R defense/2.25(w/tv)
0.776247 0.518827 	[Condorcet],[Keener(0.001, +1, raw)(wv)]
0.776271 0.555334 	[CGTT(wv)],[L-R offense/1.25(wv)]
0.776281 0.555027 	[Schwartz(wv)],[L-R offense/2(wv)]
0.776297 0.555255 	[Schwartz(wv)],[L-R offense/1.25(wv)]
0.776319 0.555105 	[CDTT(wv)],[L-R offense/2(wv)]
0.776336 0.554907 	[CDTT(wv)],[L-R offense/1.25(wv)]
0.776341 0.555256 	[CGTT(wv)],[L-R offense/1.75(fwv)]
0.776346 0.555045 	[CDTT(wv)],[L-R offense/2(fwv)]
0.776359 0.533811 	[CDTT(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.776371 0.435284 	[Landau(wv)],[Dodgson-Quick(keener)]
0.776387 0.554816 	[Schwartz(wv)],[L-R offense/1.5(wv)]
0.776394 0.555057 	[CGTT(wv)],[L-R offense/1.25(fwv)]
0.776459 0.555376 	[CDTT(wv)],[L-R offense/1.75(fwv)]
0.776467 0.555112 	[CGTT(wv)],[L-R offense/1.5(wv)]
0.776474 0.527459 	[Condorcet],[Keener(0.001, +1, raw)(tourn-wv)]
0.776488 0.55477 	[CDTT(wv)],[L-R offense/1.25(fwv)]
0.7765 0.534137 	[Schwartz(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.776522 0.554796 	[Schwartz(wv)],[L-R offense/1.75(fwv)]
0.776529 0.518167 	[Schwartz(wv)],[Keener(0.001, +1, raw)(wv)]
0.776529 0.555291 	[Schwartz(wv)],[L-R offense/2(fwv)]
0.77655 0.554856 	[CGTT(wv)],[L-R offense/1.75(wv)]
0.776569 0.526109 	[Smith(wv)],[Keener(0.001, +1, raw)(tourn-wv)]
0.776599 0.554802 	[Schwartz(wv)],[L-R offense/1.75(wv)]
0.776602 0.55471 	[CGTT(wv)],[L-R offense/2(wv)]
0.776608 0.554898 	[Schwartz(wv)],[L-R offense/1.25(fwv)]
0.776623 0.573518 	[CDTT(wv)],[HITS(0.001)(w/tv)]
0.776639 0.564733 	[MDD(sum)(wv)],[HITS(0.001)(rel-margins)]
0.77665 0.533496 	[Smith(wv)],[Gradual-[2. order Copeland/2/1](None, ordinal)]
0.776652 0.434845 	[Landau(wv)],[Gradual-[CGTT(wv)](None, ordinal)]
0.776661 0.573401 	[CGTT(wv)],[HITS(0.001)(w/tv)]
0.776699 0.554665 	[CGTT(wv)],[L-R offense/1.5(fwv)]
0.77671 0.555536 	[CGTT(wv)],[L-R offense/2.25(fwv)]
0.776735 0.539574 	[MDD(sum)(wv)],[AVGEliminate-[Antiplurality]/fd]
0.776748 0.554948 	[CDTT(wv)],[L-R offense/1.5(fwv)]
0.776777 0.518566 	[Smith(wv)],[Keener(0.001, +1, raw)(wv)]
0.776842 0.553666 	[CDTT(wv)],[L-R offense/2.25(wv)]
0.776862 0.554957 	[CDTT(wv)],[L-R offense/1.5(wv)]
0.776871 0.576092 	L-R defense/2(w/tv)
0.776908 0.57456 	[Condorcet],[L-R defense/2.25(w/tv)]
0.776974 0.518844 	[CDTT(wv)],[Keener(0.001, +1, raw)(wv)]
0.776997 0.562313 	[MDD(sum)(wv)],[L-R offense/2.25(rel-margins)]
0.777076 0.532355 	[CGTT(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.777077 0.668053 	[SDom(wv)],[Dodgson-Quick(PO)]
0.777165 0.434785 	[Landau(wv)],[Gradual-[MDD(direct)(wv)](None, cardinal)]
0.777167 0.828356 	Ext-Minmin(keener)
0.777189 0.455734 	[Landau(wv)],[Gradual-[Smith(wv)](None, ordinal)]
0.77719 0.555849 	[Schwartz(wv)],[L-R offense/2.25(fwv)]
0.777211 0.554548 	[CDTT(wv)],[L-R offense/2.25(fwv)]
0.777291 0.518259 	[CGTT(wv)],[Keener(0.001, +1, raw)(wv)]
0.777322 0.435215 	[Landau(wv)],[Gradual-[CDTT(wv)](None, cardinal)]
0.777333 0.921057 	[SDom(wv)],[AVGEliminate-[Plurality]/fd]
0.777489 0.555235 	[Schwartz(wv)],[L-R offense/2.25(wv)]
0.777544 0.572443 	[Schwartz(wv)],[HITS(0.001)(w/tv)]
0.777551 0.562554 	[Smith(wv)],[L-R offense/2.25(w/tv)]
0.777564 0.532457 	[Smith(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.777605 0.441728 	[Landau(wv)],[Gradual-[Condorcet](None, cardinal)]
0.777605 0.556188 	[CGTT(wv)],[L-R offense/2.25(wv)]
0.777695 0.531722 	[CDTT(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.777758 0.532004 	Gradual-[2. order Copeland/2/1](None, cardinal)
0.777814 0.532353 	[Schwartz(wv)],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.778008 0.54815 	[Condorcet],[Gradual-[Copeland](None, cardinal)]
0.778131 0.547563 	Gradual-[Copeland](None, cardinal)
0.778164 0.532257 	[Condorcet],[Gradual-[2. order Copeland/2/1](None, cardinal)]
0.778168 0.683585 	[SDom(wv)],[ODM-arctan(0.001)(rel-margins)]
0.778273 0.559043 	[Smith(wv)],[L-R offense/0.75(fwv)]
0.77834 0.567387 	[Smith(wv)],[L-R offense/0.25(rel-margins)]
0.778404 0.830443 	Ext-Minmin(PO)
0.778521 0.544928 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(fwv)]
0.778641 0.433784 	[Landau(wv)],[Gradual-[MDD(direct)(wv)](None, ordinal)]
0.778813 0.56002 	[Smith(wv)],[L-R offense/0.25(wv)]
0.778817 0.567943 	[Condorcet],[L-R offense/1.75(w/tv)]
0.778841 0.566634 	L-R offense/1.5(w/tv)
0.778989 0.570556 	L-R offense/0.25(rel-margins)
0.779018 0.558329 	L-R offense/0.5(wv)
0.779019 0.548519 	[Smith(wv)],[Gradual-[Copeland](None, cardinal)]
0.779049 0.5597 	[Smith(wv)],[L-R offense/0.75(wv)]
0.779118 0.559185 	[Smith(wv)],[L-R offense/0.5(fwv)]
0.779125 0.559153 	L-R offense/0.25(wv)
0.779138 0.559128 	[Condorcet],[L-R offense/0.25(wv)]
0.779201 0.560182 	[Condorcet],[L-R offense/0.5(wv)]
0.779232 0.433792 	[Landau(wv)],[Gradual-[CGTT(wv)](None, cardinal)]
0.779237 0.678039 	[SDom(wv)],[L-R offense/2.25(PO)]
0.779246 0.549455 	Gradual-[Copeland](None, ordinal)
0.779301 0.560856 	[Smith(wv)],[L-R offense/0.5(wv)]
0.779307 0.559757 	L-R offense/0.75(wv)
0.779327 0.549593 	[Smith(wv)],[Gradual-[Copeland](None, ordinal)]
0.779336 0.55963 	L-R offense/0.25(fwv)
0.779337 0.545448 	[MDD(sum)(wv)],[Eliminate-[Plurality]/fd]
0.779348 0.559342 	L-R offense/0.5(fwv)
0.779442 0.559506 	[Condorcet],[L-R offense/0.5(fwv)]
0.779651 0.559475 	[Condorcet],[L-R offense/0.75(wv)]
0.779705 0.559745 	[Condorcet],[L-R offense/0.75(fwv)]
0.779861 0.651613 	[SDom(wv)],[L-R both/0.75(rel-margins)]
0.779863 0.549363 	[Condorcet],[Gradual-[Copeland](None, ordinal)]
0.779881 0.559451 	[Condorcet],[L-R offense/0.25(fwv)]
0.779907 0.568139 	[Condorcet],[L-R offense/0.25(rel-margins)]
0.779952 0.560218 	[Smith(wv)],[L-R offense/0.25(fwv)]
0.779967 0.559196 	L-R offense/1(fwv)
0.779973 0.55727 	[Condorcet],[L-R offense/1(wv)]
0.7801 0.557706 	[Smith(wv)],[L-R offense/1(fwv)]
0.780114 0.540673 	[MDD(sum)(wv)],[VoteForAgainst]
0.780123 0.559897 	L-R offense/0.75(fwv)
0.780214 0.538816 	[MDD(sum)(wv)],[Gradual-[Landau(wv)](None, cardinal)]
0.78022 0.556905 	[Condorcet],[L-R offense/1(fwv)]
0.780258 0.543442 	[MDD(sum)(wv)],[Gradual-[Landau(wv)](None, ordinal)]
0.780296 0.566192 	[Condorcet],[L-R offense/2(w/tv)]
0.780414 0.557234 	[Smith(wv)],[L-R offense/1.5(wv)]
0.780518 0.556733 	[Smith(wv)],[L-R offense/1.25(fwv)]
0.780598 0.568304 	[Condorcet],[L-R offense/2.25(w/tv)]
0.780731 0.557032 	[Smith(wv)],[L-R offense/1.5(fwv)]
0.780759 0.559892 	L-R offense/1(wv)
0.780878 0.55748 	[Smith(wv)],[L-R offense/1(wv)]
0.780929 0.535146 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.781255 0.455254 	[Landau(wv)],[VMedianOS-10(norm)]
0.781625 0.521834 	[CGTT(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.781661 0.55738 	[Smith(wv)],[L-R offense/1.25(wv)]
0.781779 0.55936 	[Condorcet],[L-R offense/1.5(wv)]
0.78179 0.558358 	[Smith(wv)],[L-R offense/2(wv)]
0.782038 0.557768 	[Condorcet],[L-R offense/1.25(wv)]
0.782101 0.520722 	[CDTT(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.782114 0.559579 	[Condorcet],[L-R offense/1.25(fwv)]
0.78213 0.559068 	[Smith(wv)],[L-R offense/1.75(wv)]
0.782167 0.554197 	[MDD(sum)(wv)],[Nauru Borda]
0.782208 0.54207 	[CGTT(wv)],[Keener(0.001, +1, raw)(fwv)]
0.782359 0.542309 	[Schwartz(wv)],[Keener(0.001, +1, raw)(fwv)]
0.782375 0.521778 	[Schwartz(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.782596 0.55759 	[Smith(wv)],[L-R offense/1.75(fwv)]
0.782596 0.559163 	[Condorcet],[L-R offense/1.5(fwv)]
0.78261 0.542263 	[CDTT(wv)],[Keener(0.001, +1, raw)(fwv)]
0.782807 0.558651 	[Smith(wv)],[L-R offense/2.25(fwv)]
0.78285 0.558315 	[Smith(wv)],[L-R offense/2(fwv)]
0.782864 0.559354 	[MDD(sum)(wv)],[Ext-Minmin(keener)]
0.783013 0.559374 	[MDD(sum)(wv)],[Ext-Minmin(PO)]
0.783017 0.474506 	[Landau(wv)],[Schulze(fwv)]
0.783027 0.558192 	[Smith(wv)],[L-R offense/2.25(wv)]
0.783106 0.559917 	L-R offense/1.25(wv)
0.7832 0.628362 	[SDom(wv)],[L-R offense/0.75(keener)]
0.783423 0.627161 	[SDom(wv)],[L-R defense/1.25(keener)]
0.78357 0.629248 	[SDom(wv)],[L-R both/0.75(keener)]
0.783604 0.629052 	[SDom(wv)],[L-R both/2.25(keener)]
0.783617 0.560881 	L-R offense/1.25(fwv)
0.783815 0.474129 	[Landau(wv)],[Schulze(w/tv)]
0.783952 0.630027 	[SDom(wv)],[L-R both/0.5(keener)]
0.783968 0.628383 	[SDom(wv)],[L-R offense/1(keener)]
0.784081 0.474247 	[Landau(wv)],[Schulze(rel-margins)]
0.784174 0.631926 	[SDom(wv)],[L-R offense/0.5(keener)]
0.784178 0.47433 	[Landau(wv)],[Schulze(wv)]
0.784197 0.474472 	[Landau(wv)],[Schulze(PO)]
0.784221 0.629875 	[SDom(wv)],[L-R defense/0.75(keener)]
0.78423 0.630084 	[SDom(wv)],[L-R both/0.25(keener)]
0.784272 0.63015 	[SDom(wv)],[L-R defense/1.75(keener)]
0.784275 0.474664 	[Landau(wv)],[Schulze(keener)]
0.784284 0.571368 	L-R offense/1.75(w/tv)
0.784308 0.629697 	[SDom(wv)],[L-R defense/0.5(keener)]
0.78432 0.628412 	[SDom(wv)],[L-R both/1(keener)]
0.78444 0.628512 	[SDom(wv)],[L-R both/0.5(rel-margins)]
0.784447 0.629001 	[SDom(wv)],[L-R defense/1(keener)]
0.784484 0.628416 	[SDom(wv)],[ODM(0.001)(keener)]
0.784504 0.629153 	[SDom(wv)],[L-R offense/1.25(keener)]
0.784553 0.571832 	L-R offense/2(w/tv)
0.784555 0.628816 	[SDom(wv)],[L-R both/1.75(keener)]
0.784646 0.628314 	[SDom(wv)],[L-R both/1.5(keener)]
0.784743 0.62866 	[SDom(wv)],[Keener(0.001, +1, norm)(keener)]
0.784823 0.629446 	[SDom(wv)],[L-R offense/1.75(keener)]
0.784845 0.62873 	[SDom(wv)],[Sinkhorn(0.001, +1)(keener)]
0.784884 0.542993 	[Condorcet],[Keener(0.001, +1, raw)(fwv)]
0.784937 0.519819 	[Smith(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.784949 0.628628 	[SDom(wv)],[L-R both/1.25(keener)]
0.784954 0.629126 	[SDom(wv)],[ODM-arctan(0.001)(keener)]
0.785002 0.519383 	[Condorcet],[Keener(0.001, +1, raw)(w/tv)]
0.78507 0.627419 	[SDom(wv)],[L-R offense/1.5(keener)]
0.785203 0.628006 	[SDom(wv)],[L-R both/2(keener)]
0.785227 0.636245 	[SDom(wv)],[L-R defense/2.25(keener)]
0.785237 0.626849 	[SDom(wv)],[L-R defense/1.5(keener)]
0.785289 0.636108 	[SDom(wv)],[L-R offense/0.25(keener)]
0.78556 0.486563 	[CDTT(wv)],[Gradual-[Landau(wv)](None, cardinal)]
0.785616 0.48617 	[CGTT(wv)],[Gradual-[Landau(wv)](None, cardinal)]
0.785764 0.633072 	[SDom(wv)],[L-R defense/2(keener)]
0.785848 0.543409 	[Smith(wv)],[Keener(0.001, +1, raw)(fwv)]
0.785927 0.634143 	[SDom(wv)],[HITS(0.001)(keener)]
0.785938 0.627618 	[SDom(wv)],[Keener(0.001, +1, raw)(keener)]
0.785959 0.487315 	[Schwartz(wv)],[Gradual-[Landau(wv)](None, cardinal)]
0.786346 0.664037 	[SDom(wv)],[L-R defense/0.75(rel-margins)]
0.786496 0.564832 	[Condorcet],[L-R offense/2.25(wv)]
0.786535 0.565292 	L-R offense/1.5(wv)
0.78654 0.565136 	L-R offense/1.5(fwv)
0.786601 0.52061 	Keener(0.001, +1, raw)(w/tv)
0.786604 0.564575 	[Condorcet],[L-R offense/1.75(wv)]
0.786634 0.564732 	[Condorcet],[L-R offense/2(wv)]
0.786864 0.564463 	[Condorcet],[L-R offense/1.75(fwv)]
0.786912 0.563143 	[Condorcet],[L-R offense/2.25(fwv)]
0.78707 0.563777 	[Condorcet],[L-R offense/2(fwv)]
0.787192 0.446421 	[Landau(wv)],[Gradual-[SDom(wv)](None, ordinal)]
0.787319 0.545534 	Keener(0.001, +1, raw)(fwv)
0.787634 0.632917 	[SDom(wv)],[L-R offense/2(keener)]
0.787789 0.636571 	[SDom(wv)],[L-R defense/0.25(keener)]
0.788229 0.662 	[SDom(wv)],[AVGEliminate-[NREM-Opt]/fd]
0.788355 0.494048 	[CGTT(wv)],[Gradual-[Landau(wv)](None, ordinal)]
0.789305 0.493672 	[Schwartz(wv)],[Gradual-[Landau(wv)](None, ordinal)]
0.7895 0.674117 	[SDom(wv)],[Eliminate-[Borda]/fd]
0.7896 0.456579 	[Landau(wv)],[VMedianOS-10()]
0.789758 0.494787 	[CDTT(wv)],[Gradual-[Landau(wv)](None, ordinal)]
0.790224 0.666528 	[SDom(wv)],[NREM-Opt]
0.790422 0.510269 	[Landau(wv)],[L-R both/2.25(tourn-wv)]
0.790427 0.430147 	[Landau(wv)],[Maximin(wv)]
0.790762 0.435719 	[Landau(wv)],[Maximin(w/tv)]
0.791042 0.446845 	[Landau(wv)],[Gradual-[SDom(wv)](None, cardinal)]
0.791042 0.510944 	[Landau(wv)],[L-R both/0.5(tourn-wv)]
0.791085 0.510101 	[Landau(wv)],[L-R both/1.25(tourn-wv)]
0.791125 0.508741 	[Landau(wv)],[L-R defense/1(tourn-wv)]
0.791154 0.430677 	[Landau(wv)],[Maximin(fwv)]
0.791178 0.508697 	[Landau(wv)],[Dodgson-Quick(rel-margins)]
0.791251 0.511377 	[Landau(wv)],[L-R both/1.75(tourn-wv)]
0.791277 0.567442 	L-R offense/2(wv)
0.79136 0.510498 	[Landau(wv)],[L-R both/0.75(tourn-wv)]
0.791415 0.509037 	[Landau(wv)],[L-R defense/0.5(tourn-wv)]
0.791429 0.56886 	L-R offense/1.75(fwv)
0.791505 0.510503 	[Landau(wv)],[L-R both/1(tourn-wv)]
0.791532 0.51056 	[Landau(wv)],[L-R both/2(tourn-wv)]
0.791601 0.511005 	[Landau(wv)],[L-R both/1.5(tourn-wv)]
0.79161 0.568823 	L-R offense/1.75(wv)
0.791638 0.509311 	[Landau(wv)],[L-R defense/1.5(tourn-wv)]
0.791646 0.566532 	[Condorcet],[HITS(0.001)(wv)]
0.79175 0.511125 	[Landau(wv)],[L-R both/0.25(tourn-wv)]
0.79179 0.671359 	[SDom(wv)],[Eliminate-[NREM-Opt]/fd]
0.791865 0.568248 	L-R offense/2(fwv)
0.79191 0.480966 	[Landau(wv)],[Ranked Pairs(keener)]
0.792073 0.566998 	[Condorcet],[HITS(0.001)(fwv)]
0.792085 0.50775 	[Landau(wv)],[Dodgson-Quick(fwv)]
0.792086 0.430686 	[Landau(wv)],[Maximin(rel-margins)]
0.792256 0.508944 	[Landau(wv)],[L-R defense/1.25(tourn-wv)]
0.792335 0.564356 	[Smith(wv)],[HITS(0.001)(fwv)]
0.79235 0.480657 	[Landau(wv)],[Ranked Pairs(PO)]
0.792378 0.50861 	[Landau(wv)],[L-R defense/0.75(tourn-wv)]
0.792395 0.508364 	[Landau(wv)],[Ext-Minmax(tourn-wv)]
0.792425 0.503946 	[Landau(wv)],[L-R offense/2.25(tourn-wv)]
0.792484 0.508483 	[Landau(wv)],[L-R defense/2.25(tourn-wv)]
0.792499 0.633191 	[SDom(wv)],[L-R offense/2.25(keener)]
0.792506 0.566916 	[Smith(wv)],[HITS(0.001)(wv)]
0.792627 0.504007 	[Landau(wv)],[L-R offense/1.75(tourn-wv)]
0.792686 0.508155 	[Landau(wv)],[L-R defense/1.75(tourn-wv)]
0.792826 0.508312 	[Landau(wv)],[Ext-Minmin(tourn-wv)]
0.792869 0.504183 	[Landau(wv)],[Copeland]
0.793126 0.504756 	[Landau(wv)],[Copeland]
0.793161 0.504177 	[Landau(wv)],[L-R offense/0.5(tourn-wv)]
0.793169 0.5043 	[Landau(wv)],[L-R offense/1.5(tourn-wv)]
0.79319 0.508462 	[Landau(wv)],[L-R defense/2(tourn-wv)]
0.793472 0.504603 	[Landau(wv)],[Copeland]
0.793475 0.50431 	[Landau(wv)],[Copeland]
0.793586 0.509159 	[Landau(wv)],[L-R defense/0.25(tourn-wv)]
0.793597 0.504065 	[Landau(wv)],[L-R offense/1.25(tourn-wv)]
0.793627 0.509145 	[Landau(wv)],[Dodgson-Quick(tourn-wv)]
0.793751 0.503859 	[Landau(wv)],[Copeland]
0.793816 0.505123 	[Landau(wv)],[Copeland]
0.793855 0.503671 	[Landau(wv)],[L-R offense/0.75(tourn-wv)]
0.793896 0.503868 	[Landau(wv)],[L-R offense/0.25(tourn-wv)]
0.793919 0.504908 	[Landau(wv)],[L-R offense/1(tourn-wv)]
0.794038 0.504316 	[Landau(wv)],[L-R offense/2(tourn-wv)]
0.794271 0.50412 	[Landau(wv)],[Copeland]
0.794987 0.498869 	[Landau(wv)],[2. order Copeland]
0.795142 0.640847 	[SDom(wv)],[L-R defense/0.5(rel-margins)]
0.795184 0.47513 	[Landau(wv)],[Ranked Pairs(w/tv)]
0.795235 0.509662 	[Landau(wv)],[2. order Copeland/2/1]
0.795319 0.498306 	[Landau(wv)],[2. order Copeland]
0.795344 0.509402 	[Landau(wv)],[2. order Copeland/2/1]
0.795458 0.509797 	[Landau(wv)],[2. order Copeland/2/1]
0.795523 0.498625 	[Landau(wv)],[2. order Copeland]
0.795674 0.498954 	[Landau(wv)],[2. order Copeland]
0.795718 0.509919 	[Landau(wv)],[2. order Copeland/2/1]
0.795821 0.497998 	[Landau(wv)],[2. order Copeland]
0.795853 0.499209 	[Landau(wv)],[2. order Copeland]
0.795921 0.568618 	L-R offense/2.25(wv)
0.796016 0.508513 	[Landau(wv)],[2. order Copeland/2/1]
0.796092 0.602883 	[SDom(wv)],[L-R both/0.25(rel-margins)]
0.796131 0.509453 	[Landau(wv)],[2. order Copeland/2/1]
0.796219 0.474452 	[Landau(wv)],[Ranked Pairs(fwv)]
0.796264 0.56774 	L-R offense/2.25(fwv)
0.796403 0.731069 	[SDom(wv)],[L-R offense/1.75(rel-margins)]
0.796786 0.758661 	[SDom(wv)],[L-R offense/2.25(rel-margins)]
0.796873 0.51008 	[Landau(wv)],[2. order Copeland/2/1]
0.796991 0.499318 	[Landau(wv)],[2. order Copeland]
0.797088 0.500781 	[Landau(wv)],[Gradual-[2. order Copeland](None, ordinal)]
0.797195 0.474499 	[Landau(wv)],[Ranked Pairs(rel-margins)]
0.797196 0.512607 	[Landau(wv)],[Keener(0.001, +1, norm)(tourn-wv)]
0.797301 0.600803 	[SDom(wv)],[L-R both/1.25(fwv)]
0.797359 0.600221 	[SDom(wv)],[L-R both/1.25(wv)]
0.797421 0.600401 	[SDom(wv)],[L-R both/0.25(wv)]
0.797541 0.524105 	[Landau(wv)],[L-R defense/1(wv)]
0.797597 0.735236 	[SDom(wv)],[HITS(0.001)(rel-margins)]
0.797624 0.600537 	[SDom(wv)],[L-R both/0.5(w/tv)]
0.797646 0.600676 	[SDom(wv)],[L-R both/1(w/tv)]
0.797669 0.489889 	[Landau(wv)],[Gradual-[Schwartz(wv)](None, ordinal)]
0.797741 0.4744 	[Landau(wv)],[Ranked Pairs(wv)]
0.798033 0.600144 	[SDom(wv)],[L-R both/0.25(w/tv)]
0.798041 0.522557 	[Landau(wv)],[L-R defense/1.25(fwv)]
0.79813 0.52239 	[Landau(wv)],[L-R defense/1.25(wv)]
0.798143 0.600762 	[SDom(wv)],[L-R both/0.5(fwv)]
0.798161 0.599884 	[SDom(wv)],[L-R both/1(fwv)]
0.79817 0.522746 	[Landau(wv)],[L-R defense/1.5(wv)]
0.79819 0.521868 	[Landau(wv)],[L-R defense/2.25(wv)]
0.798202 0.523111 	[Landau(wv)],[L-R defense/1.5(fwv)]
0.798236 0.599459 	[SDom(wv)],[L-R both/1.25(w/tv)]
0.79836 0.600388 	[SDom(wv)],[L-R both/0.75(w/tv)]
0.798365 0.523619 	[Landau(wv)],[L-R defense/1.75(fwv)]
0.798379 0.60101 	[SDom(wv)],[L-R both/1.5(wv)]
0.798391 0.600016 	[SDom(wv)],[L-R both/1(wv)]
0.798419 0.602454 	[SDom(wv)],[L-R both/1.5(w/tv)]
0.798421 0.522395 	[Landau(wv)],[L-R defense/2.25(fwv)]
0.798439 0.6003 	[SDom(wv)],[L-R both/0.75(wv)]
0.798441 0.526225 	[Landau(wv)],[L-R defense/0.25(fwv)]
0.798454 0.523097 	[Landau(wv)],[L-R defense/2(fwv)]
0.798497 0.53167 	[Landau(wv)],[L-R both/0.5(w/tv)]
0.798517 0.600734 	[SDom(wv)],[L-R both/0.25(fwv)]
0.798525 0.531579 	[Landau(wv)],[L-R both/0.5(fwv)]
0.798561 0.530895 	[Landau(wv)],[L-R both/0.75(wv)]
0.798578 0.599423 	[SDom(wv)],[L-R both/0.5(wv)]
0.798607 0.530569 	[Landau(wv)],[L-R both/1(w/tv)]
0.798647 0.522855 	[Landau(wv)],[L-R defense/2(wv)]
0.798667 0.601328 	[SDom(wv)],[L-R both/1.5(fwv)]
0.798737 0.486304 	[Landau(wv)],[Maximin(keener)]
0.79875 0.5227 	[Landau(wv)],[L-R defense/1.75(wv)]
0.798758 0.530453 	[Landau(wv)],[L-R both/2(fwv)]
0.798761 0.602052 	[SDom(wv)],[L-R both/1.75(wv)]
0.798775 0.530996 	[Landau(wv)],[Keener(0.001, +1, norm)(fwv)]
0.798776 0.60339 	[SDom(wv)],[L-R both/2(wv)]
0.798781 0.601704 	[SDom(wv)],[L-R both/1.75(w/tv)]
0.798799 0.613717 	[SDom(wv)],[L-R defense/0.25(rel-margins)]
0.798826 0.530673 	[Landau(wv)],[L-R both/2.25(fwv)]
0.798834 0.531473 	[Landau(wv)],[L-R both/1.5(w/tv)]
