0 0.872558 	Dodgson-Quick(keener)
0.675061 0.367379 	[CGTT(wv)],[Keener(0.001, +1, norm)(fwv)]
0.675061 0.367379 	[CGTT(wv)],[L-R both/0.75(w/tv)]
0.675061 0.367379 	[CGTT(wv)],[L-R both/1(w/tv)]
0.675061 0.367379 	[Condorcet],[L-R both/0.25(w/tv)]
0.675061 0.367379 	[Condorcet],[L-R both/1(w/tv)]
0.675061 0.367379 	[Landau(wv)],[L-R both/0.5(fwv)]
0.675061 0.367379 	[Landau(wv)],[L-R both/0.75(wv)]
0.675061 0.367379 	[MDD(sum)(wv)],[L-R both/2.25(w/tv)]
0.675061 0.367379 	[Schwartz(wv)],[L-R both/0.5(fwv)]
0.675061 0.367379 	[Schwartz(wv)],[L-R both/2.25(rel-margins)]
0.675061 0.367381 	[CDTT(wv)],[Cardinal-10]
0.675061 0.367381 	[CDTT(wv)],[Cardinal-10(norm)]
0.675061 0.367381 	[CDTT(wv)],[L-R both/2.25(fwv)]
0.675061 0.367381 	[CDTT(wv)],[L-R defense/0.25(PO)]
0.675061 0.367381 	[CDTT(wv)],[L-R offense/1.25(keener)]
0.675061 0.367381 	[CGTT(wv)],[L-R offense/1.25(PO)]
0.675061 0.367381 	[CGTT(wv)],[L-R offense/1(PO)]
0.675061 0.367381 	[Condorcet],[L-R both/1.5(w/tv)]
0.675061 0.367381 	[Condorcet],[ODM-arctan(0.001)(wv)]
0.675061 0.367381 	[Landau(wv)],[L-R both/2(w/tv)]
0.675061 0.367381 	[MDD(sum)(wv)],[L-R both/1.25(fwv)]
0.675061 0.367381 	[Schwartz(wv)],[L-R defense/1.5(PO)]
0.675061 0.367381 	[Schwartz(wv)],[L-R offense/2.25(PO)]
0.675061 0.367381 	[Schwartz(wv)],[ODM-arctan(0.001)(PO)]
0.675061 0.367381 	[Schwartz(wv)],[ODM-arctan(0.001)(wv)]
0.675061 0.367381 	[Smith(wv)],[L-R offense/1.75(keener)]
0.675061 0.36738 	[CDTT(wv)],[Borda]
0.675061 0.36738 	[CDTT(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.675061 0.36738 	[CDTT(wv)],[L-R both/0.75(PO)]
0.675061 0.36738 	[CDTT(wv)],[L-R both/1.25(PO)]
0.675061 0.36738 	[CDTT(wv)],[L-R both/1.75(PO)]
0.675061 0.36738 	[CDTT(wv)],[L-R both/1(rel-margins)]
0.675061 0.36738 	[CDTT(wv)],[L-R both/2(rel-margins)]
0.675061 0.36738 	[CDTT(wv)],[L-R defense/0.5(keener)]
0.675061 0.36738 	[CDTT(wv)],[ODM(0.001)(PO)]
0.675061 0.36738 	[CDTT(wv)],[ODM-arctan(0.001)(PO)]
0.675061 0.36738 	[CDTT(wv)],[Sinkhorn(0.001, +1)(PO)]
0.675061 0.36738 	[CDTT(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.675061 0.36738 	[CGTT(wv)],[Borda]
0.675061 0.36738 	[CGTT(wv)],[L-R both/1.25(fwv)]
0.675061 0.36738 	[CGTT(wv)],[L-R both/2(w/tv)]
0.675061 0.36738 	[CGTT(wv)],[NREM-Opt]
0.675061 0.36738 	[Condorcet],[L-R both/0.5(wv)]
0.675061 0.36738 	[Condorcet],[L-R both/1.5(fwv)]
0.675061 0.36738 	[Condorcet],[L-R both/2.25(wv)]
0.675061 0.36738 	[Condorcet],[L-R both/2(fwv)]
0.675061 0.36738 	[Condorcet],[L-R offense/1.75(keener)]
0.675061 0.36738 	[Landau(wv)],[L-R both/1.5(wv)]
0.675061 0.36738 	[Landau(wv)],[L-R both/1.75(wv)]
0.675061 0.36738 	[Landau(wv)],[L-R both/1(w/tv)]
0.675061 0.36738 	L-R both/0.25(fwv)
0.675061 0.36738 	L-R both/2(w/tv)
0.675061 0.36738 	L-R both/2(wv)
0.675061 0.36738 	[MDD(sum)(wv)],[L-R defense/0.25(keener)]
0.675061 0.36738 	[MDD(sum)(wv)],[ODM(0.001)(keener)]
0.675061 0.36738 	[Schwartz(wv)],[HITS(0.001)(PO)]
0.675061 0.36738 	[Schwartz(wv)],[L-R both/0.75(rel-margins)]
0.675061 0.36738 	[Schwartz(wv)],[L-R both/1.5(PO)]
0.675061 0.36738 	[Schwartz(wv)],[L-R both/1(rel-margins)]
0.675061 0.36738 	[Schwartz(wv)],[L-R both/2.25(wv)]
0.675061 0.36738 	[Schwartz(wv)],[L-R defense/0.5(PO)]
0.675061 0.36738 	[Schwartz(wv)],[L-R defense/0.75(keener)]
0.675061 0.36738 	[Schwartz(wv)],[L-R defense/0.75(PO)]
0.675061 0.36738 	[Schwartz(wv)],[L-R offense/1.75(PO)]
0.675061 0.36738 	[Smith(wv)],[L-R both/0.25(fwv)]
0.675061 0.36738 	[Smith(wv)],[L-R both/0.25(keener)]
0.675061 0.36738 	[Smith(wv)],[L-R both/0.25(w/tv)]
0.675061 0.36738 	[Smith(wv)],[L-R both/1.5(w/tv)]
0.675061 0.36738 	[Smith(wv)],[L-R both/1(wv)]
0.675062 0.367378 	[CGTT(wv)],[L-R both/1.25(w/tv)]
0.675062 0.367379 	[CGTT(wv)],[Sinkhorn(0.001, +1)(w/tv)]
0.675062 0.367379 	[MDD(sum)(wv)],[L-R both/1.75(w/tv)]
0.675062 0.367379 	[Schwartz(wv)],[L-R both/0.25(keener)]
0.675062 0.367379 	[Schwartz(wv)],[L-R both/1.75(rel-margins)]
0.675062 0.36738 	[CDTT(wv)],[L-R defense/0.75(keener)]
0.675062 0.36738 	[CGTT(wv)],[L-R both/0.75(wv)]
0.675062 0.36738 	[CGTT(wv)],[L-R both/1.75(rel-margins)]
0.675062 0.36738 	[CGTT(wv)],[L-R defense/1.75(PO)]
0.675062 0.36738 	[Landau(wv)],[L-R both/0.5(wv)]
0.675062 0.36738 	[MDD(sum)(wv)],[ODM-arctan(0.001)(wv)]
0.675062 0.36738 	[Schwartz(wv)],[Sinkhorn(0.001, +1)(fwv)]
0.675062 0.36738 	[Smith(wv)],[L-R both/1(w/tv)]
0.675062 0.36738 	[Smith(wv)],[L-R both/2.25(w/tv)]
0.67536 0.322629 	[Condorcet],[L-R both/2(rel-margins)]
0.675366 0.343358 	[Condorcet],[L-R both/1.5(PO)]
0.675452 0.343326 	[Condorcet],[L-R both/1.25(PO)]
0.675476 0.34328 	[Condorcet],[Sinkhorn(0.001, +1)(rel-margins)]
0.675479 0.343307 	[Condorcet],[ODM-arctan(0.001)(PO)]
0.675487 0.347151 	[Landau(wv)],[VMedianOS-10(norm, tiebreak)]
0.675519 0.343314 	[Condorcet],[L-R both/1.75(PO)]
0.675624 0.347528 	[Smith(wv)],[VMedianOS-10(tiebreak)]
0.67576 0.347256 	[Smith(wv)],[VMedianOS-10(norm, tiebreak)]
0.675903 0.347708 	[Landau(wv)],[VMedianOS-10(tiebreak)]
0.676211 0.431027 	[Smith(wv)],[AVGEliminate-[Nauru Borda]/fd]
0.676462 0.430091 	[Landau(wv)],[AVGEliminate-[Nauru Borda]/fd]
0.676982 0.328508 	[Condorcet],[L-R both/2.25(PO)]
0.677041 0.328581 	[Condorcet],[L-R both/1.75(rel-margins)]
0.677205 0.32853 	[Condorcet],[L-R both/1.25(rel-margins)]
0.677243 0.328849 	[Condorcet],[L-R both/0.5(PO)]
0.677324 0.328615 	[Condorcet],[ODM(0.001)(PO)]
0.677361 0.328544 	[Condorcet],[L-R both/0.25(PO)]
0.677404 0.328514 	[Condorcet],[L-R both/0.75(PO)]
0.677412 0.328494 	[Condorcet],[L-R both/1.5(rel-margins)]
0.677448 0.328243 	[Condorcet],[Sinkhorn(0.001, +1)(PO)]
0.677614 0.356505 	[Condorcet],[L-R both/0.75(rel-margins)]
0.677655 0.356591 	[Smith(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.677665 0.356594 	[Smith(wv)],[ODM-arctan(0.001)(PO)]
0.677683 0.356576 	[Smith(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.677716 0.356548 	[Smith(wv)],[L-R both/0.75(rel-margins)]
0.677719 0.356629 	[Smith(wv)],[L-R both/1.5(PO)]
0.677721 0.356606 	[Landau(wv)],[L-R both/0.75(rel-margins)]
0.677726 0.356707 	[Landau(wv)],[L-R both/1.75(PO)]
0.677743 0.356671 	[Smith(wv)],[L-R both/1.75(PO)]
0.677759 0.356581 	[Landau(wv)],[L-R both/1.5(PO)]
0.677768 0.356552 	[Landau(wv)],[L-R both/1.25(PO)]
0.677795 0.356561 	[Landau(wv)],[Keener(0.001, +1, norm)(rel-margins)]
0.677803 0.362567 	L-R offense/1.5(keener)
0.677816 0.356617 	[Landau(wv)],[ODM-arctan(0.001)(PO)]
0.67783 0.362638 	ODM(0.001)(keener)
0.677835 0.356561 	[Landau(wv)],[Sinkhorn(0.001, +1)(rel-margins)]
0.677845 0.356565 	[Smith(wv)],[L-R both/1.25(PO)]
0.677917 0.362562 	L-R offense/1.25(keener)
0.677986 0.362625 	L-R defense/0.75(keener)
0.678752 0.372618 	[Condorcet],[Keener(0.001, +1, raw)(wv)]
0.678769 0.372548 	Keener(0.001, +1, raw)(wv)
0.678779 0.372537 	[CGTT(wv)],[Keener(0.001, +1, raw)(wv)]
0.678796 0.372312 	[CGTT(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.678817 0.372542 	[CDTT(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.678831 0.372683 	[CDTT(wv)],[Keener(0.001, +1, raw)(wv)]
0.678843 0.372738 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(wv)]
0.678844 0.372401 	[Landau(wv)],[Keener(0.001, +1, raw)(wv)]
0.678869 0.372302 	[Schwartz(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.678894 0.41179 	[CGTT(wv)],[AVGEliminate-[Antiplurality]/fd]
0.678919 0.361921 	[Landau(wv)],[L-R defense/0.25(keener)]
0.67894 0.372677 	[Smith(wv)],[Keener(0.001, +1, raw)(wv)]
0.678984 0.362003 	[Condorcet],[L-R offense/2.25(keener)]
0.679002 0.362009 	[Condorcet],[L-R defense/0.25(keener)]
0.679008 0.361955 	[Landau(wv)],[L-R offense/2.25(keener)]
0.679012 0.362082 	[Smith(wv)],[HITS(0.001)(keener)]
0.679033 0.372517 	[Schwartz(wv)],[Keener(0.001, +1, raw)(wv)]
0.679058 0.362046 	[Smith(wv)],[L-R defense/0.25(keener)]
0.679063 0.362019 	[Smith(wv)],[L-R offense/2.25(keener)]
0.679069 0.362091 	[Smith(wv)],[L-R offense/2(keener)]
0.679074 0.362079 	[Landau(wv)],[L-R offense/2(keener)]
0.679075 0.362121 	[Condorcet],[HITS(0.001)(keener)]
0.679085 0.362151 	[Condorcet],[L-R offense/2(keener)]
0.679089 0.36206 	[Landau(wv)],[HITS(0.001)(keener)]
0.679565 0.3716 	[CDTT(wv)],[ODM-arctan(0.001)(rel-margins)]
0.679587 0.371697 	[CGTT(wv)],[ODM-arctan(0.001)(fwv)]
0.679595 0.371667 	[Schwartz(wv)],[ODM-arctan(0.001)(rel-margins)]
0.679615 0.411614 	[CDTT(wv)],[AVGEliminate-[Antiplurality]/fd]
0.679652 0.371636 	[CGTT(wv)],[ODM-arctan(0.001)(rel-margins)]
0.679659 0.37162 	[CDTT(wv)],[ODM-arctan(0.001)(fwv)]
0.679673 0.371543 	[Schwartz(wv)],[ODM-arctan(0.001)(fwv)]
0.679707 0.412023 	[Schwartz(wv)],[AVGEliminate-[Antiplurality]/fd]
0.679784 0.432235 	[Schwartz(wv)],[Eliminate-[Nauru Borda]/fd]
0.681128 0.431247 	[CDTT(wv)],[Eliminate-[Nauru Borda]/fd]
0.681337 0.432094 	[CGTT(wv)],[Eliminate-[Nauru Borda]/fd]
0.682073 0.347411 	[Smith(wv)],[L-R both/2.25(PO)]
0.682086 0.34758 	[Smith(wv)],[L-R both/0.25(PO)]
0.682105 0.347593 	[Smith(wv)],[L-R both/1.5(rel-margins)]
0.682106 0.347559 	[Landau(wv)],[ODM(0.001)(PO)]
0.682112 0.347519 	[Landau(wv)],[Sinkhorn(0.001, +1)(PO)]
0.682115 0.347519 	[Landau(wv)],[L-R both/1.5(rel-margins)]
0.682128 0.347532 	[Smith(wv)],[L-R both/0.75(PO)]
0.68213 0.347521 	[Smith(wv)],[L-R both/1.25(rel-margins)]
0.682136 0.347496 	[Smith(wv)],[L-R both/2(rel-margins)]
0.682146 0.347477 	[Landau(wv)],[L-R both/1.25(rel-margins)]
0.682151 0.347615 	[Landau(wv)],[L-R both/2.25(PO)]
0.682152 0.347432 	[Landau(wv)],[L-R both/1.75(rel-margins)]
0.682153 0.347612 	[Smith(wv)],[L-R both/0.5(PO)]
0.682155 0.347494 	[Smith(wv)],[Sinkhorn(0.001, +1)(PO)]
0.68216 0.347439 	[Smith(wv)],[L-R both/1.75(rel-margins)]
0.682166 0.347622 	[Landau(wv)],[L-R both/2(rel-margins)]
0.682181 0.347505 	[Landau(wv)],[L-R both/0.75(PO)]
0.682188 0.347563 	[Landau(wv)],[L-R both/0.25(PO)]
0.682192 0.347564 	[Landau(wv)],[L-R both/0.5(PO)]
0.682207 0.347533 	[Smith(wv)],[L-R both/2.25(rel-margins)]
0.682207 0.3476 	[Smith(wv)],[ODM(0.001)(PO)]
0.682209 0.347527 	[Landau(wv)],[L-R both/2.25(rel-margins)]
0.682345 0.339066 	[Condorcet],[L-R defense/0.5(PO)]
0.682362 0.339032 	[Condorcet],[L-R defense/0.25(PO)]
0.682376 0.33906 	[Condorcet],[Keener(0.001, +1, norm)(PO)]
0.682381 0.339142 	[Condorcet],[L-R offense/2(PO)]
0.682382 0.339099 	[Condorcet],[L-R offense/1.25(PO)]
0.682393 0.339133 	[Condorcet],[L-R offense/1.75(PO)]
0.682422 0.339032 	[Condorcet],[L-R offense/1.5(PO)]
0.682426 0.339029 	[Condorcet],[L-R defense/0.75(PO)]
0.682448 0.339073 	[Condorcet],[L-R offense/2.25(PO)]
0.682459 0.339049 	[Condorcet],[HITS(0.001)(PO)]
0.683076 0.35196 	[Landau(wv)],[L-R defense/0.5(PO)]
0.683126 0.170724 	L-R both/2(rel-margins)
0.683139 0.352057 	[Landau(wv)],[L-R defense/0.25(PO)]
0.683148 0.357881 	L-R offense/1.75(keener)
0.683157 0.352163 	[Smith(wv)],[L-R offense/1.75(PO)]
0.683177 0.352043 	[Smith(wv)],[L-R offense/2.25(PO)]
0.683191 0.351926 	[Smith(wv)],[L-R defense/0.75(PO)]
0.683191 0.351994 	[Smith(wv)],[L-R offense/1.5(PO)]
0.68327 0.351962 	[Landau(wv)],[HITS(0.001)(PO)]
0.683271 0.351942 	[Smith(wv)],[L-R offense/1.25(PO)]
0.683274 0.352125 	[Landau(wv)],[Keener(0.001, +1, norm)(PO)]
0.683277 0.352098 	[Landau(wv)],[L-R defense/0.75(PO)]
0.683278 0.352009 	[Smith(wv)],[L-R defense/0.25(PO)]
0.683282 0.35763 	L-R defense/0.5(keener)
0.683297 0.352068 	[Landau(wv)],[L-R offense/1.25(PO)]
0.683309 0.413518 	[MDD(sum)(wv)],[AVGEliminate-[Antiplurality]/fd]
0.68331 0.351916 	[Smith(wv)],[HITS(0.001)(PO)]
0.683312 0.35205 	[Smith(wv)],[Keener(0.001, +1, norm)(PO)]
0.683317 0.352054 	[Landau(wv)],[L-R offense/2(PO)]
0.683359 0.352129 	[Smith(wv)],[L-R defense/0.5(PO)]
0.683373 0.352007 	[Smith(wv)],[L-R offense/2(PO)]
0.683394 0.351965 	[Landau(wv)],[L-R offense/1.5(PO)]
0.683415 0.35224 	[Landau(wv)],[L-R offense/2.25(PO)]
0.68346 0.352058 	[Landau(wv)],[L-R offense/1.75(PO)]
0.683766 0.170678 	L-R both/2.25(rel-margins)
0.684058 0.329345 	[Condorcet],[VMedianOS-10(norm, tiebreak)]
0.684643 0.329504 	[Condorcet],[VMedianOS-10(tiebreak)]
0.686076 0.372083 	[CDTT(wv)],[Ext-Minmin(keener)]
0.686076 0.372083 	[CDTT(wv)],[Ext-Minmin(PO)]
0.686076 0.372083 	[CDTT(wv)],[Gradual-[Copeland](None, cardinal)]
0.686076 0.372083 	[CDTT(wv)],[Gradual-[Copeland](None, ordinal)]
0.686076 0.372083 	[CDTT(wv)],[HITS(0.001)(fwv)]
0.686076 0.372083 	[CDTT(wv)],[HITS(0.001)(rel-margins)]
0.686076 0.372083 	[CDTT(wv)],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[CDTT(wv)],[HITS(0.001)(wv)]
0.686076 0.372083 	[CDTT(wv)],[ODM(0.001)(fwv)]
0.686076 0.372083 	[CDTT(wv)],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[CDTT(wv)],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[CDTT(wv)],[ODM(0.001)(wv)]
0.686076 0.372083 	[CGTT(wv)],[Ext-Minmin(keener)]
0.686076 0.372083 	[CGTT(wv)],[Ext-Minmin(PO)]
0.686076 0.372083 	[CGTT(wv)],[Gradual-[Copeland](None, cardinal)]
0.686076 0.372083 	[CGTT(wv)],[Gradual-[Copeland](None, ordinal)]
0.686076 0.372083 	[CGTT(wv)],[HITS(0.001)(fwv)]
0.686076 0.372083 	[CGTT(wv)],[HITS(0.001)(rel-margins)]
0.686076 0.372083 	[CGTT(wv)],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[CGTT(wv)],[HITS(0.001)(wv)]
0.686076 0.372083 	[CGTT(wv)],[ODM(0.001)(fwv)]
0.686076 0.372083 	[CGTT(wv)],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[CGTT(wv)],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[CGTT(wv)],[ODM(0.001)(wv)]
0.686076 0.372083 	[Condorcet],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[Condorcet],[ODM(0.001)(fwv)]
0.686076 0.372083 	[Condorcet],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[Condorcet],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[Condorcet],[ODM(0.001)(wv)]
0.686076 0.372083 	HITS(0.001)(w/tv)
0.686076 0.372083 	[Landau(wv)],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[Landau(wv)],[ODM(0.001)(fwv)]
0.686076 0.372083 	[Landau(wv)],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[Landau(wv)],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[Landau(wv)],[ODM(0.001)(wv)]
0.686076 0.372083 	[MDD(sum)(wv)],[Ext-Minmin(keener)]
0.686076 0.372083 	[MDD(sum)(wv)],[Ext-Minmin(PO)]
0.686076 0.372083 	[MDD(sum)(wv)],[Gradual-[Copeland](None, cardinal)]
0.686076 0.372083 	[MDD(sum)(wv)],[Gradual-[Copeland](None, ordinal)]
0.686076 0.372083 	[MDD(sum)(wv)],[HITS(0.001)(fwv)]
0.686076 0.372083 	[MDD(sum)(wv)],[HITS(0.001)(rel-margins)]
0.686076 0.372083 	[MDD(sum)(wv)],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[MDD(sum)(wv)],[HITS(0.001)(wv)]
0.686076 0.372083 	[MDD(sum)(wv)],[ODM(0.001)(fwv)]
0.686076 0.372083 	[MDD(sum)(wv)],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[MDD(sum)(wv)],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[MDD(sum)(wv)],[ODM(0.001)(wv)]
0.686076 0.372083 	ODM(0.001)(fwv)
0.686076 0.372083 	ODM(0.001)(rel-margins)
0.686076 0.372083 	ODM(0.001)(w/tv)
0.686076 0.372083 	ODM(0.001)(wv)
0.686076 0.372083 	[Schwartz(wv)],[Ext-Minmin(keener)]
0.686076 0.372083 	[Schwartz(wv)],[Ext-Minmin(PO)]
0.686076 0.372083 	[Schwartz(wv)],[Gradual-[Copeland](None, cardinal)]
0.686076 0.372083 	[Schwartz(wv)],[Gradual-[Copeland](None, ordinal)]
0.686076 0.372083 	[Schwartz(wv)],[HITS(0.001)(fwv)]
0.686076 0.372083 	[Schwartz(wv)],[HITS(0.001)(rel-margins)]
0.686076 0.372083 	[Schwartz(wv)],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[Schwartz(wv)],[HITS(0.001)(wv)]
0.686076 0.372083 	[Schwartz(wv)],[ODM(0.001)(fwv)]
0.686076 0.372083 	[Schwartz(wv)],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[Schwartz(wv)],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[Schwartz(wv)],[ODM(0.001)(wv)]
0.686076 0.372083 	[Smith(wv)],[HITS(0.001)(w/tv)]
0.686076 0.372083 	[Smith(wv)],[ODM(0.001)(fwv)]
0.686076 0.372083 	[Smith(wv)],[ODM(0.001)(rel-margins)]
0.686076 0.372083 	[Smith(wv)],[ODM(0.001)(w/tv)]
0.686076 0.372083 	[Smith(wv)],[ODM(0.001)(wv)]
0.686594 0.259964 	Keener(0.001, +1, raw)(PO)
0.68694 0.259879 	L-R defense/2(PO)
0.687197 0.206044 	L-R both/1.5(rel-margins)
0.687266 0.435635 	[Condorcet],[AVGEliminate-[Nauru Borda]/fd]
0.687273 0.259844 	L-R defense/1.25(PO)
0.68732 0.259939 	L-R defense/1.5(PO)
0.68736 0.259374 	L-R defense/2.25(PO)
0.687501 0.259622 	L-R defense/1.75(PO)
0.687549 0.259568 	L-R offense/0.5(PO)
0.687629 0.259926 	L-R offense/0.25(PO)
0.687836 0.259778 	L-R offense/0.75(PO)
0.688487 0.35205 	HITS(0.001)(keener)
0.688774 0.352092 	L-R defense/0.25(keener)
0.688774 0.352116 	L-R offense/2.25(keener)
0.688943 0.35214 	L-R offense/2(keener)
0.689082 0.403185 	[CDTT(wv)],[Maximin(w/tv)]
0.68915 0.403225 	[MDD(sum)(wv)],[Maximin(w/tv)]
0.689151 0.403316 	[Schwartz(wv)],[Maximin(w/tv)]
0.689291 0.448557 	[Condorcet],[Ext-Minmax(rel-margins)]
0.689301 0.44858 	[Condorcet],[L-R defense/1.75(rel-margins)]
0.689349 0.403187 	[CGTT(wv)],[Maximin(w/tv)]
0.689487 0.44791 	[Condorcet],[L-R defense/2(rel-margins)]
0.68958 0.448532 	[Condorcet],[Ext-Minmax(fwv)]
0.689692 0.200696 	L-R both/1.75(rel-margins)
0.689881 0.401771 	[CDTT(wv)],[Antiplurality]
0.689907 0.377387 	[CDTT(wv)],[Keener(0.001, +1, raw)(fwv)]
0.689935 0.377394 	[Condorcet],[Keener(0.001, +1, raw)(fwv)]
0.689935 0.377425 	[Smith(wv)],[Keener(0.001, +1, raw)(fwv)]
0.689946 0.37743 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(fwv)]
0.689949 0.377408 	[CDTT(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.689952 0.377411 	[CGTT(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.689976 0.377399 	[Landau(wv)],[Keener(0.001, +1, raw)(fwv)]
0.689987 0.377373 	[Schwartz(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.690002 0.377515 	[MDD(sum)(wv)],[Keener(0.001, +1, raw)(rel-margins)]
0.690006 0.37737 	[CGTT(wv)],[Keener(0.001, +1, raw)(fwv)]
0.69001 0.37746 	Keener(0.001, +1, raw)(fwv)
0.690015 0.377326 	[Schwartz(wv)],[Keener(0.001, +1, raw)(fwv)]
0.690034 0.401762 	[Schwartz(wv)],[Antiplurality]
0.690086 0.448558 	[Condorcet],[L-R defense/2.25(rel-margins)]
0.690346 0.401733 	[CGTT(wv)],[Antiplurality]
0.690486 0.350375 	[Landau(wv)],[ODM-arctan(0.001)(rel-margins)]
0.690499 0.350768 	[Smith(wv)],[ODM-arctan(0.001)(fwv)]
0.690566 0.350446 	[Condorcet],[ODM-arctan(0.001)(rel-margins)]
0.690592 0.350464 	[Smith(wv)],[ODM-arctan(0.001)(rel-margins)]
0.690712 0.350357 	ODM-arctan(0.001)(fwv)
0.69072 0.350706 	[Condorcet],[ODM-arctan(0.001)(fwv)]
0.690746 0.350299 	ODM-arctan(0.001)(rel-margins)
0.690753 0.350665 	[Landau(wv)],[ODM-arctan(0.001)(fwv)]
0.691127 0.438076 	[Smith(wv)],[Eliminate-[Nauru Borda]/fd]
0.691419 0.438635 	[MDD(sum)(wv)],[Eliminate-[Nauru Borda]/fd]
0.691571 0.438395 	[Landau(wv)],[Eliminate-[Nauru Borda]/fd]
0.693142 0.231189 	L-R both/1.25(rel-margins)
0.694464 0.267028 	L-R defense/1(PO)
0.694512 0.26699 	Borda
0.694537 0.266938 	L-R both/1(rel-margins)
0.694545 0.26697 	L-R both/1(PO)
0.69456 0.266941 	L-R both/2(PO)
0.694565 0.266988 	VoteForAgainst
0.694629 0.26695 	Cardinal-10
0.694673 0.266856 	L-R offense/1(PO)
0.694677 0.26692 	Cardinal-10(norm)
0.694939 0.397104 	[CGTT(wv)],[Nauru Borda]
0.695843 0.349484 	[Condorcet],[Keener(0.001, +1, raw)(w/tv)]
0.695844 0.397231 	[CDTT(wv)],[Nauru Borda]
0.695879 0.397072 	[Schwartz(wv)],[Nauru Borda]
0.696341 0.349804 	Keener(0.001, +1, raw)(w/tv)
0.696642 0.407589 	[MDD(sum)(wv)],[Antiplurality]
0.696646 0.387992 	[CDTT(wv)],[L-R offense/2(wv)]
0.696655 0.387957 	[Schwartz(wv)],[L-R offense/1.5(rel-margins)]
0.696669 0.349635 	[Landau(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.696672 0.349425 	[Smith(wv)],[Keener(0.001, +1, raw)(w/tv)]
0.696678 0.387999 	[Condorcet],[L-R offense/1(w/tv)]
0.696691 0.387962 	[CGTT(wv)],[L-R offense/0.5(rel-margins)]
0.696695 0.387912 	[Schwartz(wv)],[L-R offense/0.25(rel-margins)]
0.696696 0.38786 	L-R offense/2.25(w/tv)
0.696697 0.387905 	[MDD(sum)(wv)],[L-R offense/0.5(rel-margins)]
0.696702 0.387944 	[CGTT(wv)],[L-R offense/0.25(wv)]
0.696709 0.38788 	[Condorcet],[L-R offense/0.5(w/tv)]
0.696713 0.38797 	[Landau(wv)],[L-R offense/2.25(w/tv)]
0.696715 0.387938 	[Landau(wv)],[L-R offense/2(w/tv)]
0.696721 0.38791 	[MDD(sum)(wv)],[Maximin(rel-margins)]
0.696726 0.38795 	[Schwartz(wv)],[L-R offense/1.25(w/tv)]
0.696736 0.387951 	[Schwartz(wv)],[Maximin(fwv)]
0.696738 0.38794 	[MDD(sum)(wv)],[L-R offense/2(rel-margins)]
0.696739 0.387964 	[Schwartz(wv)],[L-R offense/1(wv)]
0.69674 0.387954 	[Landau(wv)],[L-R offense/1.5(w/tv)]
0.696748 0.387961 	[CDTT(wv)],[L-R offense/1.5(wv)]
0.69675 0.387866 	[MDD(sum)(wv)],[L-R offense/0.75(w/tv)]
0.696751 0.387968 	[CGTT(wv)],[L-R offense/1(rel-margins)]
0.696753 0.387888 	[CGTT(wv)],[L-R offense/2.25(fwv)]
0.696753 0.387928 	[CDTT(wv)],[L-R offense/2.25(wv)]
0.696753 0.387989 	[Schwartz(wv)],[L-R offense/1.25(rel-margins)]
0.696755 0.387991 	[CDTT(wv)],[L-R offense/1.25(rel-margins)]
0.696756 0.387906 	[CDTT(wv)],[L-R offense/1.5(rel-margins)]
0.696758 0.387944 	[Schwartz(wv)],[L-R offense/1.75(wv)]
0.696759 0.387888 	[Condorcet],[L-R offense/1.5(w/tv)]
0.69676 0.387978 	[CDTT(wv)],[L-R offense/0.75(fwv)]
0.696762 0.38792 	[Landau(wv)],[L-R offense/0.25(w/tv)]
0.696764 0.387907 	[CDTT(wv)],[L-R offense/1.75(wv)]
0.696765 0.387914 	[CGTT(wv)],[L-R offense/0.75(fwv)]
